Label,Value,Pos,Duration,Target
Ripple+Fast-Ripple,0,14.3076,0,GPH'2- SNR 0dB - #19
Spike+Fast-Ripple,13,14.3086,0,B'1- SNR 0dB - #8
Spike,5,14.3091,0,B'1- SNR 0dB - #17
Spike+Fast-Ripple,11,14.3091,0,PM6- SNR 0dB - #10
Fast-Ripple,0,14.3091,0,GPH'2- SNR 5dB - #1
Spike+Fast-Ripple,14,14.3125,0,OT'8- SNR 10dB - #29
Ripple+Fast-Ripple,0,14.313,0,PM6- SNR 5dB - #19
Ripple+Fast-Ripple,0,14.3276,0,CR5- SNR 5dB - #22
Ripple+Fast-Ripple,0,14.3301,0,OT'8- SNR 0dB - #13
Fast-Ripple,0,14.3306,0,A'1- SNR 15dB - #7
Ripple,0,14.3311,0,PM6- SNR 15dB - #7
Spike,13,14.333,0,PM10- SNR 5dB - #7
Spike,6,14.3359,0,B'1- SNR 5dB - #30
Ripple,0,14.3359,0,B'1- SNR 0dB - #30
Spike,1,14.3394,0,PM6- SNR 10dB - #15
Spike+Ripple,11,14.3398,0,PM6- SNR 10dB - #21
Spike+Fast-Ripple,1,14.3428,0,B'1- SNR 0dB - #5
Spike+Ripple+Fast-Ripple,11,14.3442,0,B'1- SNR 5dB - #9
Spike,4,14.353,0,PM10- SNR 15dB - #19
Spike+Ripple,15,14.355,0,PM10- SNR 10dB - #30
Spike,7,14.3589,0,CR5- SNR 15dB - #24
Spike+Ripple,11,14.3604,0,GPH'2- SNR 10dB - #27
Ripple,0,14.3618,0,I6- SNR 15dB - #15
Spike,8,14.3618,0,PM6- SNR 10dB - #13
Spike+Ripple+Fast-Ripple,12,14.3662,0,I6- SNR 0dB - #5
Spike+Ripple,8,14.3691,0,OT'8- SNR 15dB - #11
Fast-Ripple,0,14.3701,0,A'1- SNR 10dB - #4
Ripple+Fast-Ripple,0,14.3765,0,OT'8- SNR 5dB - #18
Spike+Ripple+Fast-Ripple,15,14.3828,0,OT'8- SNR 5dB - #7
Ripple+Fast-Ripple,0,14.3872,0,B'1- SNR 10dB - #15
Spike+Ripple+Fast-Ripple,10,14.3877,0,OT'8- SNR 10dB - #17
Spike,1,14.3882,0,GPH'2- SNR 10dB - #8
Spike+Ripple,7,14.3926,0,PM6- SNR 5dB - #13
Fast-Ripple,0,14.3984,0,GPH'2- SNR 0dB - #10
Spike+Fast-Ripple,11,14.4043,0,A'1- SNR 10dB - #20
Spike+Ripple+Fast-Ripple,8,14.4043,0,B'1- SNR 5dB - #14
Ripple,0,14.4048,0,A'1- SNR 0dB - #6
Spike+Ripple+Fast-Ripple,14,14.4058,0,A'1- SNR 10dB - #15
Ripple+Fast-Ripple,0,14.4063,0,GPH'2- SNR 10dB - #9
Fast-Ripple,0,14.4097,0,CR5- SNR 0dB - #26
Ripple,0,14.4131,0,PM6- SNR 5dB - #20
Spike+Fast-Ripple,2,14.4136,0,B'1- SNR 10dB - #16
Ripple,0,14.4146,0,CR5- SNR 5dB - #9
Spike+Fast-Ripple,4,14.4185,0,I6- SNR 0dB - #16
Ripple+Fast-Ripple,0,14.4199,0,PM6- SNR 10dB - #19
Ripple,0,14.4199,0,GPH'2- SNR 5dB - #27
Spike,9,14.4219,0,A'1- SNR 5dB - #14
Spike,2,14.4224,0,PM6- SNR 10dB - #27
Ripple+Fast-Ripple,0,14.4243,0,B'1- SNR 15dB - #18
Ripple+Fast-Ripple,0,14.4253,0,I6- SNR 5dB - #6
Spike+Fast-Ripple,4,14.4316,0,OT'8- SNR 0dB - #25
Ripple+Fast-Ripple,0,14.4326,0,GPH'2- SNR 5dB - #26
Spike+Ripple+Fast-Ripple,5,14.4365,0,I6- SNR 15dB - #6
Spike+Ripple,11,14.437,0,CR5- SNR 5dB - #1
Spike,0,14.438,0,A'1- SNR 0dB - #28
Ripple+Fast-Ripple,0,14.4409,0,CR5- SNR 10dB - #24
Spike+Fast-Ripple,1,14.4434,0,I6- SNR 0dB - #11
Spike+Ripple,3,14.4438,0,PM6- SNR 0dB - #22
Spike+Ripple,14,14.4565,0,I6- SNR 5dB - #17
Spike+Fast-Ripple,14,14.4604,0,GPH'2- SNR 15dB - #13
Spike+Ripple,15,14.4624,0,PM6- SNR 5dB - #21
Spike+Ripple,12,14.4634,0,PM6- SNR 15dB - #29
Spike,5,14.4644,0,CR5- SNR 10dB - #10
Spike,8,14.4663,0,A'1- SNR 15dB - #23
Spike+Ripple+Fast-Ripple,10,14.4683,0,CR5- SNR 5dB - #17
Spike+Ripple,10,14.4697,0,I6- SNR 10dB - #21
Spike+Ripple,13,14.4702,0,B'1- SNR 10dB - #2
Spike+Fast-Ripple,10,14.4722,0,B'1- SNR 0dB - #9
Ripple+Fast-Ripple,0,14.4741,0,A'1- SNR 5dB - #8
Ripple+Fast-Ripple,0,14.4849,0,CR5- SNR 10dB - #5
Spike+Ripple+Fast-Ripple,5,14.4854,0,I6- SNR 0dB - #15
Spike+Ripple+Fast-Ripple,7,14.5015,0,I6- SNR 5dB - #24
Spike,1,14.5039,0,GPH'2- SNR 0dB - #8
Spike+Ripple+Fast-Ripple,14,14.5054,0,CR5- SNR 15dB - #30
Ripple+Fast-Ripple,0,14.5068,0,CR5- SNR 15dB - #29
Ripple,0,14.5093,0,A'1- SNR 0dB - #26
Ripple+Fast-Ripple,0,14.5142,0,B'1- SNR 10dB - #11
Spike+Fast-Ripple,8,14.5151,0,I6- SNR 10dB - #13
Fast-Ripple,0,14.5195,0,B'1- SNR 0dB - #21
Fast-Ripple,0,14.5225,0,CR5- SNR 5dB - #18
Ripple,0,14.5264,0,PM10- SNR 0dB - #20
Spike,5,14.5269,0,PM10- SNR 0dB - #27
Fast-Ripple,0,14.5269,0,CR5- SNR 15dB - #23
Spike+Fast-Ripple,10,14.5293,0,PM6- SNR 0dB - #1
Spike,5,14.5308,0,B'1- SNR 0dB - #24
Spike,6,14.5396,0,I6- SNR 0dB - #2
Ripple,0,14.5459,0,PM10- SNR 5dB - #27
Ripple,0,14.5513,0,GPH'2- SNR 10dB - #10
Spike,10,14.5591,0,A'1- SNR 5dB - #12
Spike+Fast-Ripple,12,14.5601,0,A'1- SNR 0dB - #25
Spike+Fast-Ripple,6,14.564,0,A'1- SNR 10dB - #9
Ripple,0,14.564,0,B'1- SNR 0dB - #13
Ripple,0,14.5684,0,CR5- SNR 0dB - #1
Spike+Ripple,1,14.5693,0,PM6- SNR 10dB - #11
Spike+Ripple,10,14.5728,0,I6- SNR 10dB - #19
Ripple,0,14.5757,0,I6- SNR 0dB - #7
Ripple+Fast-Ripple,0,14.5762,0,B'1- SNR 0dB - #11
Spike,0,14.5776,0,OT'8- SNR 5dB - #29
Fast-Ripple,0,14.5781,0,PM6- SNR 5dB - #25
Ripple,0,14.5796,0,I6- SNR 10dB - #9
Fast-Ripple,0,14.5811,0,CR5- SNR 5dB - #11
Spike+Ripple+Fast-Ripple,3,14.5815,0,OT'8- SNR 15dB - #19
Spike,3,14.5845,0,PM6- SNR 10dB - #10
Spike+Ripple,7,14.5854,0,I6- SNR 0dB - #1
Ripple,0,14.5967,0,A'1- SNR 0dB - #23
Spike+Ripple,5,14.5996,0,I6- SNR 5dB - #7
Spike+Fast-Ripple,2,14.6006,0,I6- SNR 15dB - #30
Spike,4,14.606,0,PM10- SNR 0dB - #11
Spike+Fast-Ripple,7,14.6094,0,OT'8- SNR 0dB - #4
Ripple+Fast-Ripple,0,14.6123,0,B'1- SNR 15dB - #6
Fast-Ripple,0,14.6128,0,OT'8- SNR 15dB - #20
Spike+Ripple+Fast-Ripple,13,14.6133,0,CR5- SNR 0dB - #28
Ripple+Fast-Ripple,0,14.6152,0,I6- SNR 5dB - #29
Fast-Ripple,0,14.6177,0,PM6- SNR 5dB - #18
Spike,6,14.6221,0,OT'8- SNR 0dB - #18
Ripple+Fast-Ripple,0,14.6221,0,PM6- SNR 15dB - #15
Ripple,0,14.625,0,GPH'2- SNR 0dB - #24
Ripple+Fast-Ripple,0,14.626,0,CR5- SNR 10dB - #3
Ripple+Fast-Ripple,0,14.6309,0,CR5- SNR 10dB - #22
Ripple+Fast-Ripple,0,14.6323,0,B'1- SNR 10dB - #1
Ripple+Fast-Ripple,0,14.6357,0,PM6- SNR 0dB - #17
Fast-Ripple,0,14.6401,0,B'1- SNR 15dB - #22
Spike+Ripple+Fast-Ripple,8,14.6426,0,PM6- SNR 0dB - #3
Spike+Ripple,12,14.6484,0,B'1- SNR 15dB - #2
Ripple+Fast-Ripple,0,14.6489,0,OT'8- SNR 10dB - #30
Spike+Ripple,8,14.6514,0,I6- SNR 5dB - #3
Spike,8,14.6523,0,PM6- SNR 0dB - #4
Ripple,0,14.6543,0,PM10- SNR 15dB - #3
Fast-Ripple,0,14.6572,0,PM10- SNR 15dB - #28
Spike+Fast-Ripple,1,14.6602,0,OT'8- SNR 10dB - #16
Spike+Ripple+Fast-Ripple,4,14.6636,0,B'1- SNR 0dB - #1
Ripple+Fast-Ripple,0,14.6646,0,PM10- SNR 10dB - #1
Spike+Ripple+Fast-Ripple,14,14.6895,0,B'1- SNR 15dB - #20
Ripple,0,14.6914,0,B'1- SNR 15dB - #4
Ripple,0,14.6963,0,OT'8- SNR 15dB - #22
Fast-Ripple,0,14.7026,0,GPH'2- SNR 10dB - #23
Ripple+Fast-Ripple,0,14.7075,0,PM6- SNR 15dB - #1
Spike+Ripple+Fast-Ripple,3,14.7168,0,CR5- SNR 10dB - #13
Spike+Fast-Ripple,7,14.7168,0,CR5- SNR 10dB - #21
Spike+Ripple,10,14.7197,0,I6- SNR 10dB - #12
Spike+Ripple,4,14.7202,0,PM10- SNR 5dB - #8
Spike+Fast-Ripple,4,14.7217,0,PM10- SNR 10dB - #22
Ripple,0,14.7227,0,OT'8- SNR 5dB - #4
Spike+Ripple,15,14.7256,0,OT'8- SNR 15dB - #23
Fast-Ripple,0,14.7266,0,GPH'2- SNR 10dB - #18
Spike+Ripple+Fast-Ripple,7,14.73,0,B'1- SNR 10dB - #22
Spike+Ripple,14,14.7314,0,PM10- SNR 15dB - #10
Spike+Ripple,6,14.7388,0,A'1- SNR 5dB - #6
Fast-Ripple,0,14.7393,0,A'1- SNR 5dB - #28
Spike+Ripple+Fast-Ripple,7,14.7393,0,CR5- SNR 0dB - #7
Ripple+Fast-Ripple,0,14.7412,0,B'1- SNR 10dB - #18
Spike+Ripple+Fast-Ripple,8,14.7466,0,PM10- SNR 15dB - #4
Ripple+Fast-Ripple,0,14.7466,0,CR5- SNR 10dB - #11
Ripple,0,14.7539,0,I6- SNR 15dB - #21
Fast-Ripple,0,14.7612,0,GPH'2- SNR 15dB - #2
Spike+Fast-Ripple,7,14.7632,0,CR5- SNR 0dB - #16
Spike+Ripple,12,14.7651,0,OT'8- SNR 5dB - #27
Spike+Ripple+Fast-Ripple,14,14.771,0,PM6- SNR 0dB - #6
Ripple+Fast-Ripple,0,14.7749,0,B'1- SNR 15dB - #27
Spike,11,14.7808,0,A'1- SNR 10dB - #22
Spike+Fast-Ripple,9,14.7817,0,B'1- SNR 5dB - #28
Spike+Ripple,9,14.7827,0,GPH'2- SNR 0dB - #9
Fast-Ripple,0,14.7866,0,PM6- SNR 5dB - #8
Spike+Ripple,13,14.7881,0,I6- SNR 15dB - #24
Spike+Fast-Ripple,13,14.7886,0,GPH'2- SNR 0dB - #28
Fast-Ripple,0,14.7959,0,PM10- SNR 0dB - #9
Ripple+Fast-Ripple,0,14.7964,0,B'1- SNR 0dB - #4
Spike+Fast-Ripple,10,14.7969,0,CR5- SNR 15dB - #19
Spike+Ripple+Fast-Ripple,4,14.8018,0,I6- SNR 10dB - #24
Spike+Fast-Ripple,10,14.8027,0,B'1- SNR 0dB - #10
Fast-Ripple,0,14.8052,0,PM6- SNR 0dB - #27
Spike+Fast-Ripple,10,14.8066,0,OT'8- SNR 15dB - #27
Spike+Fast-Ripple,1,14.8091,0,I6- SNR 5dB - #16
Spike,13,14.8096,0,GPH'2- SNR 0dB - #5
Ripple+Fast-Ripple,0,14.8179,0,A'1- SNR 5dB - #30
Spike+Ripple+Fast-Ripple,12,14.8198,0,B'1- SNR 15dB - #11
Ripple+Fast-Ripple,0,14.8203,0,I6- SNR 15dB - #29
Ripple,0,14.8213,0,I6- SNR 15dB - #27
Spike+Ripple,1,14.8276,0,CR5- SNR 15dB - #10
Fast-Ripple,0,14.8291,0,OT'8- SNR 15dB - #21
Ripple+Fast-Ripple,0,14.8301,0,I6- SNR 0dB - #13
Ripple,0,14.8301,0,OT'8- SNR 15dB - #24
Spike+Fast-Ripple,3,14.8325,0,GPH'2- SNR 0dB - #14
Spike+Ripple,6,14.833,0,PM6- SNR 5dB - #14
Spike+Fast-Ripple,15,14.8398,0,PM6- SNR 5dB - #10
Spike,14,14.8418,0,B'1- SNR 15dB - #16
Spike+Ripple,13,14.8428,0,CR5- SNR 5dB - #4
Fast-Ripple,0,14.8442,0,PM6- SNR 0dB - #23
Spike+Ripple+Fast-Ripple,2,14.8467,0,A'1- SNR 15dB - #14
Spike,14,14.8496,0,PM10- SNR 5dB - #18
Ripple+Fast-Ripple,0,14.8525,0,I6- SNR 10dB - #30
Ripple+Fast-Ripple,0,14.8525,0,OT'8- SNR 5dB - #20
Spike+Ripple+Fast-Ripple,8,14.8545,0,PM10- SNR 15dB - #12
Fast-Ripple,0,14.856,0,OT'8- SNR 15dB - #8
Spike+Fast-Ripple,13,14.856,0,PM10- SNR 5dB - #12
Ripple,0,14.8604,0,CR5- SNR 0dB - #21
Spike+Fast-Ripple,3,14.8618,0,GPH'2- SNR 10dB - #5
Spike+Fast-Ripple,10,14.8623,0,B'1- SNR 5dB - #1
Spike+Ripple,5,14.8623,0,B'1- SNR 5dB - #17
Spike+Ripple+Fast-Ripple,4,14.8638,0,GPH'2- SNR 15dB - #16
Fast-Ripple,0,14.8662,0,I6- SNR 5dB - #23
Spike,6,14.8667,0,B'1- SNR 5dB - #16
Spike,11,14.877,0,CR5- SNR 10dB - #12
Ripple+Fast-Ripple,0,14.877,0,PM6- SNR 15dB - #10
Spike+Fast-Ripple,13,14.8774,0,PM6- SNR 0dB - #9
Spike,3,14.8784,0,A'1- SNR 0dB - #21
Spike+Fast-Ripple,9,14.8794,0,CR5- SNR 0dB - #19
Spike+Ripple,11,14.8843,0,B'1- SNR 15dB - #26
Fast-Ripple,0,14.8853,0,PM10- SNR 15dB - #8
Spike,5,14.8872,0,GPH'2- SNR 0dB - #2
Spike+Ripple,9,14.8901,0,CR5- SNR 10dB - #26
Ripple+Fast-Ripple,0,14.894,0,PM6- SNR 5dB - #6
Spike,12,14.895,0,B'1- SNR 15dB - #28
Fast-Ripple,0,14.8975,0,I6- SNR 5dB - #20
Spike+Ripple,10,14.9014,0,GPH'2- SNR 10dB - #19
Spike+Ripple,9,14.9023,0,PM6- SNR 5dB - #2
Ripple+Fast-Ripple,0,14.9048,0,GPH'2- SNR 0dB - #20
Ripple+Fast-Ripple,0,14.9072,0,OT'8- SNR 10dB - #15
Fast-Ripple,0,14.9077,0,I6- SNR 15dB - #5
Spike+Ripple,7,14.9092,0,GPH'2- SNR 5dB - #15
Ripple+Fast-Ripple,0,14.9097,0,PM6- SNR 0dB - #20
Fast-Ripple,0,14.9165,0,B'1- SNR 5dB - #23
Spike+Ripple+Fast-Ripple,1,14.917,0,GPH'2- SNR 5dB - #22
Ripple,0,14.9194,0,CR5- SNR 15dB - #6
Fast-Ripple,0,14.9233,0,PM10- SNR 15dB - #16
Fast-Ripple,0,14.9243,0,PM6- SNR 5dB - #28
Ripple,0,14.9248,0,OT'8- SNR 5dB - #2
Spike+Fast-Ripple,9,14.9331,0,GPH'2- SNR 15dB - #17
Ripple+Fast-Ripple,0,14.9331,0,CR5- SNR 10dB - #15
Spike+Fast-Ripple,7,14.9336,0,B'1- SNR 5dB - #20
Ripple+Fast-Ripple,0,14.937,0,B'1- SNR 5dB - #13
Fast-Ripple,0,14.9399,0,A'1- SNR 15dB - #21
Spike+Fast-Ripple,6,14.9414,0,OT'8- SNR 10dB - #18
Spike,2,14.9434,0,OT'8- SNR 0dB - #15
Spike,8,14.9443,0,OT'8- SNR 10dB - #28
Ripple,0,14.9482,0,PM10- SNR 0dB - #29
Spike+Fast-Ripple,13,14.9497,0,A'1- SNR 15dB - #25
Spike+Fast-Ripple,14,14.9526,0,OT'8- SNR 5dB - #14
Spike+Ripple,1,14.9551,0,OT'8- SNR 10dB - #20
Spike+Fast-Ripple,11,14.9551,0,OT'8- SNR 15dB - #13
Ripple,0,14.9561,0,OT'8- SNR 5dB - #21
Ripple,0,14.958,0,OT'8- SNR 15dB - #6
Spike,10,14.9585,0,B'1- SNR 10dB - #13
Spike+Ripple,2,14.96,0,B'1- SNR 10dB - #12
Fast-Ripple,0,14.9604,0,A'1- SNR 0dB - #16
Ripple,0,14.9722,0,CR5- SNR 15dB - #25
Ripple,0,14.9766,0,PM6- SNR 5dB - #29
Spike,3,14.9814,0,PM6- SNR 15dB - #23
Ripple,0,14.9819,0,A'1- SNR 5dB - #10
Spike+Fast-Ripple,14,14.9863,0,A'1- SNR 10dB - #28
Spike+Fast-Ripple,13,14.9907,0,OT'8- SNR 5dB - #12
Spike,6,14.9941,0,GPH'2- SNR 10dB - #16
Spike+Ripple,1,14.9971,0,OT'8- SNR 10dB - #6
Spike+Fast-Ripple,2,15.002,0,PM10- SNR 15dB - #29
Ripple+Fast-Ripple,0,15.0117,0,I6- SNR 5dB - #18
Spike,7,15.0156,0,PM10- SNR 5dB - #6
Spike,13,15.0166,0,CR5- SNR 10dB - #4
Spike+Fast-Ripple,6,15.0176,0,A'1- SNR 10dB - #24
Ripple+Fast-Ripple,0,15.0195,0,CR5- SNR 0dB - #25
Ripple,0,15.022,0,PM6- SNR 15dB - #30
Fast-Ripple,0,15.0239,0,CR5- SNR 0dB - #14
Spike+Fast-Ripple,0,15.0264,0,A'1- SNR 10dB - #2
Spike+Ripple,3,15.0269,0,PM6- SNR 10dB - #26
Ripple,0,15.0283,0,CR5- SNR 10dB - #16
Spike+Ripple+Fast-Ripple,1,15.0303,0,GPH'2- SNR 5dB - #6
Ripple+Fast-Ripple,0,15.0366,0,GPH'2- SNR 0dB - #21
Spike,5,15.0425,0,A'1- SNR 10dB - #5
Ripple+Fast-Ripple,0,15.0469,0,I6- SNR 5dB - #21
Spike+Fast-Ripple,6,15.0503,0,CR5- SNR 15dB - #18
Spike+Fast-Ripple,1,15.0508,0,GPH'2- SNR 15dB - #20
Ripple+Fast-Ripple,0,15.0518,0,PM6- SNR 15dB - #18
Spike+Fast-Ripple,9,15.0562,0,I6- SNR 5dB - #13
Spike,5,15.0591,0,GPH'2- SNR 5dB - #17
Fast-Ripple,0,15.0601,0,I6- SNR 15dB - #28
Spike,1,15.0605,0,PM6- SNR 15dB - #13
Spike+Ripple+Fast-Ripple,6,15.0635,0,GPH'2- SNR 10dB - #13
Spike+Ripple,2,15.064,0,PM6- SNR 0dB - #11
Spike+Ripple+Fast-Ripple,4,15.0645,0,CR5- SNR 5dB - #13
Spike+Ripple+Fast-Ripple,8,15.0659,0,CR5- SNR 15dB - #5
Fast-Ripple,0,15.0728,0,PM6- SNR 15dB - #20
Spike+Ripple+Fast-Ripple,13,15.0859,0,PM6- SNR 15dB - #22
Spike+Ripple,11,15.0859,0,B'1- SNR 15dB - #8
Spike,1,15.0864,0,OT'8- SNR 0dB - #29
Ripple+Fast-Ripple,0,15.0869,0,B'1- SNR 10dB - #3
Spike+Ripple,7,15.0879,0,CR5- SNR 10dB - #6
Spike+Ripple+Fast-Ripple,7,15.0894,0,A'1- SNR 15dB - #12
Fast-Ripple,0,15.0898,0,A'1- SNR 0dB - #9
Spike+Ripple+Fast-Ripple,6,15.0908,0,OT'8- SNR 10dB - #27
Ripple+Fast-Ripple,0,15.0918,0,PM10- SNR 0dB - #12
Spike,12,15.0981,0,OT'8- SNR 0dB - #6
Ripple,0,15.0996,0,OT'8- SNR 0dB - #24
Spike+Fast-Ripple,15,15.1016,0,B'1- SNR 5dB - #25
Ripple,0,15.1025,0,GPH'2- SNR 15dB - #26
Ripple,0,15.1055,0,PM6- SNR 15dB - #19
Ripple+Fast-Ripple,0,15.1118,0,B'1- SNR 0dB - #23
Spike+Ripple,13,15.1133,0,I6- SNR 10dB - #8
Spike+Ripple+Fast-Ripple,10,15.1138,0,I6- SNR 0dB - #28
Spike+Fast-Ripple,5,15.1177,0,PM10- SNR 10dB - #11
Ripple+Fast-Ripple,0,15.1211,0,A'1- SNR 5dB - #2
Fast-Ripple,0,15.1226,0,I6- SNR 5dB - #26
Fast-Ripple,0,15.1328,0,CR5- SNR 10dB - #23
Spike+Fast-Ripple,7,15.1387,0,OT'8- SNR 0dB - #19
Fast-Ripple,0,15.1455,0,PM10- SNR 5dB - #2
Spike+Ripple+Fast-Ripple,11,15.147,0,B'1- SNR 0dB - #7
Ripple,0,15.1548,0,GPH'2- SNR 15dB - #10
Ripple,0,15.1567,0,A'1- SNR 15dB - #29
Spike+Ripple,12,15.1636,0,A'1- SNR 5dB - #5
Spike+Ripple,13,15.1646,0,CR5- SNR 0dB - #27
Spike,10,15.1689,0,GPH'2- SNR 5dB - #16
Ripple+Fast-Ripple,0,15.1689,0,PM6- SNR 10dB - #7
Spike+Ripple,3,15.1709,0,PM10- SNR 0dB - #10
Spike,8,15.1758,0,PM10- SNR 5dB - #24
Ripple+Fast-Ripple,0,15.1797,0,PM6- SNR 0dB - #12
Ripple,0,15.1807,0,A'1- SNR 5dB - #1
Spike+Ripple,6,15.1821,0,PM10- SNR 0dB - #13
Ripple,0,15.1851,0,CR5- SNR 5dB - #12
Spike+Ripple,4,15.1851,0,PM10- SNR 5dB - #16
Spike+Fast-Ripple,11,15.189,0,OT'8- SNR 0dB - #10
Ripple+Fast-Ripple,0,15.1899,0,A'1- SNR 0dB - #3
Ripple+Fast-Ripple,0,15.1948,0,PM10- SNR 15dB - #13
Ripple+Fast-Ripple,0,15.1978,0,PM10- SNR 0dB - #1
Ripple+Fast-Ripple,0,15.1987,0,PM6- SNR 5dB - #22
Spike+Ripple+Fast-Ripple,5,15.1987,0,A'1- SNR 15dB - #5
Ripple+Fast-Ripple,0,15.2026,0,OT'8- SNR 0dB - #14
Ripple+Fast-Ripple,0,15.2041,0,OT'8- SNR 10dB - #7
Spike,3,15.2046,0,B'1- SNR 5dB - #21
Spike+Ripple+Fast-Ripple,1,15.207,0,CR5- SNR 0dB - #15
Ripple+Fast-Ripple,0,15.208,0,PM10- SNR 10dB - #8
Ripple,0,15.2085,0,I6- SNR 10dB - #4
Spike+Ripple+Fast-Ripple,7,15.209,0,OT'8- SNR 15dB - #14
Ripple,0,15.209,0,GPH'2- SNR 15dB - #5
Spike,3,15.2104,0,GPH'2- SNR 15dB - #29
Ripple+Fast-Ripple,0,15.2119,0,PM6- SNR 10dB - #2
Spike+Ripple,13,15.2144,0,PM6- SNR 5dB - #16
Spike,3,15.2153,0,A'1- SNR 10dB - #3
Ripple+Fast-Ripple,0,15.2153,0,B'1- SNR 5dB - #6
Fast-Ripple,0,15.2173,0,I6- SNR 5dB - #5
Spike+Ripple+Fast-Ripple,2,15.2266,0,GPH'2- SNR 5dB - #25
Spike+Ripple,0,15.2319,0,PM10- SNR 0dB - #30
Fast-Ripple,0,15.2334,0,I6- SNR 10dB - #23
Ripple,0,15.248,0,PM10- SNR 15dB - #22
Ripple+Fast-Ripple,0,15.248,0,I6- SNR 15dB - #14
Spike+Ripple+Fast-Ripple,3,15.249,0,PM10- SNR 15dB - #6
Fast-Ripple,0,15.25,0,PM6- SNR 15dB - #12
Spike+Ripple,14,15.251,0,PM10- SNR 5dB - #11
Ripple+Fast-Ripple,0,15.2529,0,I6- SNR 15dB - #22
Spike+Ripple,6,15.2573,0,CR5- SNR 15dB - #22
Spike+Ripple,12,15.2617,0,I6- SNR 0dB - #19
Ripple,0,15.2617,0,CR5- SNR 5dB - #25
Ripple,0,15.2622,0,A'1- SNR 5dB - #17
Spike+Fast-Ripple,6,15.2661,0,CR5- SNR 15dB - #7
Ripple,0,15.2676,0,OT'8- SNR 15dB - #25
Fast-Ripple,0,15.2681,0,PM10- SNR 0dB - #24
Spike,11,15.2681,0,PM10- SNR 15dB - #24
Spike+Ripple,2,15.2715,0,PM6- SNR 10dB - #23
Spike+Fast-Ripple,3,15.2734,0,B'1- SNR 5dB - #29
Spike+Ripple+Fast-Ripple,9,15.2734,0,OT'8- SNR 0dB - #11
Fast-Ripple,0,15.2788,0,GPH'2- SNR 15dB - #28
Spike+Ripple,11,15.2798,0,PM10- SNR 5dB - #30
Spike+Ripple,7,15.2803,0,B'1- SNR 10dB - #30
Spike+Fast-Ripple,4,15.2808,0,PM10- SNR 0dB - #28
Spike+Ripple,1,15.2837,0,PM6- SNR 10dB - #5
Fast-Ripple,0,15.2861,0,GPH'2- SNR 5dB - #28
Ripple+Fast-Ripple,0,15.29,0,CR5- SNR 10dB - #27
Fast-Ripple,0,15.2949,0,OT'8- SNR 5dB - #6
Fast-Ripple,0,15.2954,0,PM6- SNR 0dB - #30
Spike+Ripple,7,15.2974,0,I6- SNR 10dB - #1
Spike,4,15.2979,0,B'1- SNR 15dB - #9
Spike,11,15.2988,0,OT'8- SNR 15dB - #30
Fast-Ripple,0,15.3008,0,CR5- SNR 0dB - #4
Spike+Fast-Ripple,15,15.3013,0,B'1- SNR 0dB - #3
Ripple,0,15.3027,0,PM10- SNR 5dB - #29
Fast-Ripple,0,15.3047,0,B'1- SNR 5dB - #3
Spike+Ripple+Fast-Ripple,6,15.3115,0,OT'8- SNR 10dB - #26
Spike,3,15.3125,0,B'1- SNR 15dB - #15
Spike+Ripple,3,15.3135,0,CR5- SNR 15dB - #9
Ripple+Fast-Ripple,0,15.3154,0,B'1- SNR 0dB - #22
Spike+Ripple+Fast-Ripple,14,15.3179,0,B'1- SNR 0dB - #26
Spike,11,15.3179,0,PM10- SNR 10dB - #25
Fast-Ripple,0,15.3179,0,I6- SNR 10dB - #14
Spike+Ripple+Fast-Ripple,10,15.3208,0,PM6- SNR 10dB - #14
Spike+Ripple,3,15.3223,0,PM6- SNR 10dB - #6
Ripple+Fast-Ripple,0,15.3247,0,GPH'2- SNR 0dB - #4
Fast-Ripple,0,15.3311,0,OT'8- SNR 10dB - #5
Ripple,0,15.3374,0,I6- SNR 10dB - #22
Ripple,0,15.3394,0,CR5- SNR 0dB - #17
Spike+Ripple,5,15.3467,0,I6- SNR 0dB - #27
Fast-Ripple,0,15.3477,0,I6- SNR 0dB - #21
Spike+Ripple+Fast-Ripple,9,15.3501,0,CR5- SNR 5dB - #29
Ripple,0,15.3506,0,CR5- SNR 0dB - #3
Fast-Ripple,0,15.3564,0,A'1- SNR 0dB - #29
Ripple+Fast-Ripple,0,15.3589,0,OT'8- SNR 0dB - #7
Ripple,0,15.3682,0,GPH'2- SNR 10dB - #14
Ripple+Fast-Ripple,0,15.3687,0,GPH'2- SNR 0dB - #26
Spike+Ripple+Fast-Ripple,3,15.3687,0,PM10- SNR 0dB - #21
Spike+Ripple,12,15.3716,0,GPH'2- SNR 5dB - #19
Spike+Ripple+Fast-Ripple,10,15.3716,0,GPH'2- SNR 0dB - #25
Spike+Fast-Ripple,9,15.3721,0,PM10- SNR 15dB - #14
Fast-Ripple,0,15.3726,0,A'1- SNR 15dB - #27
Spike+Ripple+Fast-Ripple,8,15.373,0,A'1- SNR 15dB - #16
Spike+Ripple,4,15.3755,0,GPH'2- SNR 5dB - #2
Spike,6,15.376,0,PM10- SNR 0dB - #18
Ripple+Fast-Ripple,0,15.3843,0,PM6- SNR 5dB - #26
Spike+Ripple+Fast-Ripple,6,15.3853,0,A'1- SNR 10dB - #17
Fast-Ripple,0,15.3867,0,CR5- SNR 0dB - #12
